Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P1175-N1	Nucleic acid extraction WGS				P1175-N1-DNA1					Library construction WGS																			P11175-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1176-N1	Nucleic acid extraction WGS				P1176-N1-DNA1					Library construction WGS																			P11176-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1177-N1	Nucleic acid extraction WGS				P1177-N1-DNA1					Library construction WGS																			P11177-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1178-N1	Nucleic acid extraction WGS				P1178-N1-DNA1					Library construction WGS																			P11178-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1179-N1	Nucleic acid extraction WGS				P1179-N1-DNA1					Library construction WGS																			P11179-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1180-N1	Nucleic acid extraction WGS				P1180-N1-DNA1					Library construction WGS																			P11180-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1181-N1	Nucleic acid extraction WGS				P1181-N1-DNA1					Library construction WGS																			P11181-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1182-N1	Nucleic acid extraction WGS				P1182-N1-DNA1					Library construction WGS																			P11182-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1183-N1	Nucleic acid extraction WGS				P1183-N1-DNA1					Library construction WGS																			P11183-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1184-N1	Nucleic acid extraction WGS				P1184-N1-DNA1					Library construction WGS																			P11184-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1185-N1	Nucleic acid extraction WGS				P1185-N1-DNA1					Library construction WGS																			P11185-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1186-N1	Nucleic acid extraction WGS				P1186-N1-DNA1					Library construction WGS																			P11186-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1187-N1	Nucleic acid extraction WGS				P1187-N1-DNA1					Library construction WGS																			P11187-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1188-N1	Nucleic acid extraction WGS				P1188-N1-DNA1					Library construction WGS																			P11188-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1189-N1	Nucleic acid extraction WGS				P1189-N1-DNA1					Library construction WGS																			P11189-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1190-N1	Nucleic acid extraction WGS				P1190-N1-DNA1					Library construction WGS																			P11190-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1191-N1	Nucleic acid extraction WGS				P1191-N1-DNA1					Library construction WGS																			P11191-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1192-N1	Nucleic acid extraction WGS				P1192-N1-DNA1					Library construction WGS																			P11192-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1193-N1	Nucleic acid extraction WGS				P1193-N1-DNA1					Library construction WGS																			P11193-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1194-N1	Nucleic acid extraction WGS				P1194-N1-DNA1					Library construction WGS																			P11194-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1195-N1	Nucleic acid extraction WGS				P1195-N1-DNA1					Library construction WGS																			P11195-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1196-N1	Nucleic acid extraction WGS				P1196-N1-DNA1					Library construction WGS																			P11196-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1197-N1	Nucleic acid extraction WGS				P1197-N1-DNA1					Library construction WGS																			P11197-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1198-N1	Nucleic acid extraction WGS				P1198-N1-DNA1					Library construction WGS																			P11198-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1199-N1	Nucleic acid extraction WGS				P1199-N1-DNA1					Library construction WGS																			P11199-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1200-N1	Nucleic acid extraction WGS				P1200-N1-DNA1					Library construction WGS																			P11200-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1201-N1	Nucleic acid extraction WGS				P1201-N1-DNA1					Library construction WGS																			P11201-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1202-N1	Nucleic acid extraction WGS				P1202-N1-DNA1					Library construction WGS																			P11202-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1203-N1	Nucleic acid extraction WGS				P1203-N1-DNA1					Library construction WGS																			P11203-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1204-N1	Nucleic acid extraction WGS				P1204-N1-DNA1					Library construction WGS																			P11204-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1205-N1	Nucleic acid extraction WGS				P1205-N1-DNA1					Library construction WGS																			P11205-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1206-N1	Nucleic acid extraction WGS				P1206-N1-DNA1					Library construction WGS																			P11206-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1207-N1	Nucleic acid extraction WGS				P1207-N1-DNA1					Library construction WGS																			P11207-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1208-N1	Nucleic acid extraction WGS				P1208-N1-DNA1					Library construction WGS																			P11208-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1209-N1	Nucleic acid extraction WGS				P1209-N1-DNA1					Library construction WGS																			P11209-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1210-N1	Nucleic acid extraction WGS				P1210-N1-DNA1					Library construction WGS																			P11210-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1211-N1	Nucleic acid extraction WGS				P1211-N1-DNA1					Library construction WGS																			P11211-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1212-N1	Nucleic acid extraction WGS				P1212-N1-DNA1					Library construction WGS																			P11212-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1213-N1	Nucleic acid extraction WGS				P1213-N1-DNA1					Library construction WGS																			P11213-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1214-N1	Nucleic acid extraction WGS				P1214-N1-DNA1					Library construction WGS																			P11214-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1215-N1	Nucleic acid extraction WGS				P1215-N1-DNA1					Library construction WGS																			P11215-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1216-N1	Nucleic acid extraction WGS				P1216-N1-DNA1					Library construction WGS																			P11216-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1217-N1	Nucleic acid extraction WGS				P1217-N1-DNA1					Library construction WGS																			P11217-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1218-N1	Nucleic acid extraction WGS				P1218-N1-DNA1					Library construction WGS																			P11218-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1219-N1	Nucleic acid extraction WGS				P1219-N1-DNA1					Library construction WGS																			P11219-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1220-N1	Nucleic acid extraction WGS				P1220-N1-DNA1					Library construction WGS																			P11220-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1221-N1	Nucleic acid extraction WGS				P1221-N1-DNA1					Library construction WGS																			P11221-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1222-N1	Nucleic acid extraction WGS				P1222-N1-DNA1					Library construction WGS																			P11222-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1223-N1	Nucleic acid extraction WGS				P1223-N1-DNA1					Library construction WGS																			P11223-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1224-N1	Nucleic acid extraction WGS				P1224-N1-DNA1					Library construction WGS																			P11224-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1225-N1	Nucleic acid extraction WGS				P1225-N1-DNA1					Library construction WGS																			P11225-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1226-N1	Nucleic acid extraction WGS				P1226-N1-DNA1					Library construction WGS																			P11226-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1227-N1	Nucleic acid extraction WGS				P1227-N1-DNA1					Library construction WGS																			P11227-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1228-N1	Nucleic acid extraction WGS				P1228-N1-DNA1					Library construction WGS																			P11228-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1229-N1	Nucleic acid extraction WGS				P1229-N1-DNA1					Library construction WGS																			P11229-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1230-N1	Nucleic acid extraction WGS				P1230-N1-DNA1					Library construction WGS																			P11230-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1231-N1	Nucleic acid extraction WGS				P1231-N1-DNA1					Library construction WGS																			P11231-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1232-N1	Nucleic acid extraction WGS				P1232-N1-DNA1					Library construction WGS																			P11232-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1233-N1	Nucleic acid extraction WGS				P1233-N1-DNA1					Library construction WGS																			P11233-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1234-N1	Nucleic acid extraction WGS				P1234-N1-DNA1					Library construction WGS																			P11234-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1235-N1	Nucleic acid extraction WGS				P1235-N1-DNA1					Library construction WGS																			P11235-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1236-N1	Nucleic acid extraction WGS				P1236-N1-DNA1					Library construction WGS																			P11236-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1237-N1	Nucleic acid extraction WGS				P1237-N1-DNA1					Library construction WGS																			P11237-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1238-N1	Nucleic acid extraction WGS				P1238-N1-DNA1					Library construction WGS																			P11238-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1239-N1	Nucleic acid extraction WGS				P1239-N1-DNA1					Library construction WGS																			P11239-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1240-N1	Nucleic acid extraction WGS				P1240-N1-DNA1					Library construction WGS																			P11240-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1241-N1	Nucleic acid extraction WGS				P1241-N1-DNA1					Library construction WGS																			P11241-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1242-N1	Nucleic acid extraction WGS				P1242-N1-DNA1					Library construction WGS																			P11242-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1243-N1	Nucleic acid extraction WGS				P1243-N1-DNA1					Library construction WGS																			P11243-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1244-N1	Nucleic acid extraction WGS				P1244-N1-DNA1					Library construction WGS																			P11244-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1245-N1	Nucleic acid extraction WGS				P1245-N1-DNA1					Library construction WGS																			P11245-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1246-N1	Nucleic acid extraction WGS				P1246-N1-DNA1					Library construction WGS																			P11246-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1247-N1	Nucleic acid extraction WGS				P1247-N1-DNA1					Library construction WGS																			P11247-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1248-N1	Nucleic acid extraction WGS				P1248-N1-DNA1					Library construction WGS																			P11248-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1249-N1	Nucleic acid extraction WGS				P1249-N1-DNA1					Library construction WGS																			P11249-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1250-N1	Nucleic acid extraction WGS				P1250-N1-DNA1					Library construction WGS																			P11250-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1251-N1	Nucleic acid extraction WGS				P1251-N1-DNA1					Library construction WGS																			P11251-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1252-N1	Nucleic acid extraction WGS				P1252-N1-DNA1					Library construction WGS																			P11252-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1253-N1	Nucleic acid extraction WGS				P1253-N1-DNA1					Library construction WGS																			P11253-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1254-N1	Nucleic acid extraction WGS				P1254-N1-DNA1					Library construction WGS																			P11254-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1255-N1	Nucleic acid extraction WGS				P1255-N1-DNA1					Library construction WGS																			P11255-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1256-N1	Nucleic acid extraction WGS				P1256-N1-DNA1					Library construction WGS																			P11256-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1257-N1	Nucleic acid extraction WGS				P1257-N1-DNA1					Library construction WGS																			P11257-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1258-N1	Nucleic acid extraction WGS				P1258-N1-DNA1					Library construction WGS																			P11258-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1259-N1	Nucleic acid extraction WGS				P1259-N1-DNA1					Library construction WGS																			P11259-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1260-N1	Nucleic acid extraction WGS				P1260-N1-DNA1					Library construction WGS																			P11260-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1261-N1	Nucleic acid extraction WGS				P1261-N1-DNA1					Library construction WGS																			P11261-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1262-N1	Nucleic acid extraction WGS				P1262-N1-DNA1					Library construction WGS																			P11262-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1263-N1	Nucleic acid extraction WGS				P1263-N1-DNA1					Library construction WGS																			P11263-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1264-N1	Nucleic acid extraction WGS				P1264-N1-DNA1					Library construction WGS																			P11264-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1265-N1	Nucleic acid extraction WGS				P1265-N1-DNA1					Library construction WGS																			P11265-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1266-N1	Nucleic acid extraction WGS				P1266-N1-DNA1					Library construction WGS																			P11266-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1267-N1	Nucleic acid extraction WGS				P1267-N1-DNA1					Library construction WGS																			P11267-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1268-N1	Nucleic acid extraction WGS				P1268-N1-DNA1					Library construction WGS																			P11268-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1269-N1	Nucleic acid extraction WGS				P1269-N1-DNA1					Library construction WGS																			P11269-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1270-N1	Nucleic acid extraction WGS				P1270-N1-DNA1					Library construction WGS																			P11270-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1271-N1	Nucleic acid extraction WGS				P1271-N1-DNA1					Library construction WGS																			P11271-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P1272-N1	Nucleic acid extraction WGS				P1272-N1-DNA1					Library construction WGS																			P11272-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
